file,sample_id,angle_deg,split,material_type,n_nodes,status,issues
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_010deg.npz,1,10.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_015deg.npz,1,15.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_020deg.npz,1,20.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_025deg.npz,1,25.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_030deg.npz,1,30.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_035deg.npz,1,35.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_040deg.npz,1,40.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_045deg.npz,1,45.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_050deg.npz,1,50.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_055deg.npz,1,55.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_060deg.npz,1,60.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_065deg.npz,1,65.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_070deg.npz,1,70.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_075deg.npz,1,75.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_080deg.npz,1,80.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_085deg.npz,1,85.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_090deg.npz,1,90.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_095deg.npz,1,95.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_100deg.npz,1,100.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_105deg.npz,1,105.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_110deg.npz,1,110.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_115deg.npz,1,115.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_120deg.npz,1,120.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_125deg.npz,1,125.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_130deg.npz,1,130.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_135deg.npz,1,135.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_140deg.npz,1,140.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_145deg.npz,1,145.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_150deg.npz,1,150.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_155deg.npz,1,155.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_160deg.npz,1,160.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_165deg.npz,1,165.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_170deg.npz,1,170.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_175deg.npz,1,175.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0001_180deg.npz,1,180.0,train,Base_TC4,23423,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_005deg.npz,2,5.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_010deg.npz,2,10.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_015deg.npz,2,15.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_020deg.npz,2,20.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_025deg.npz,2,25.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_030deg.npz,2,30.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_035deg.npz,2,35.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_040deg.npz,2,40.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_045deg.npz,2,45.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_050deg.npz,2,50.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_055deg.npz,2,55.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_060deg.npz,2,60.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_065deg.npz,2,65.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_070deg.npz,2,70.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_075deg.npz,2,75.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_080deg.npz,2,80.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_085deg.npz,2,85.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_090deg.npz,2,90.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_095deg.npz,2,95.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_100deg.npz,2,100.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_105deg.npz,2,105.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_110deg.npz,2,110.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_115deg.npz,2,115.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_120deg.npz,2,120.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_125deg.npz,2,125.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_130deg.npz,2,130.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_135deg.npz,2,135.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_140deg.npz,2,140.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_145deg.npz,2,145.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_150deg.npz,2,150.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_155deg.npz,2,155.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_160deg.npz,2,160.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_165deg.npz,2,165.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_170deg.npz,2,170.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_175deg.npz,2,175.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0002_180deg.npz,2,180.0,train,Base_TC4,22380,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_005deg.npz,3,5.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_010deg.npz,3,10.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_015deg.npz,3,15.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_020deg.npz,3,20.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_025deg.npz,3,25.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_030deg.npz,3,30.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_035deg.npz,3,35.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_040deg.npz,3,40.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_045deg.npz,3,45.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_050deg.npz,3,50.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_055deg.npz,3,55.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_060deg.npz,3,60.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_065deg.npz,3,65.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_070deg.npz,3,70.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_075deg.npz,3,75.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_080deg.npz,3,80.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_085deg.npz,3,85.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_090deg.npz,3,90.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_095deg.npz,3,95.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_100deg.npz,3,100.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_105deg.npz,3,105.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_110deg.npz,3,110.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_115deg.npz,3,115.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_120deg.npz,3,120.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_125deg.npz,3,125.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_130deg.npz,3,130.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_135deg.npz,3,135.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_140deg.npz,3,140.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_145deg.npz,3,145.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_150deg.npz,3,150.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_155deg.npz,3,155.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_160deg.npz,3,160.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_165deg.npz,3,165.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_170deg.npz,3,170.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_175deg.npz,3,175.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0003_180deg.npz,3,180.0,train,Base_TC4,10206,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0004_005deg.npz,4,5.0,train,Base_TC4,2583,OK,
/data/run01/scxk573/lsz/ysy/physicsnemo/data/dataset_springback_pair_Base_TC4_150/springback_pair_Base_TC4_sample_0004_010deg.npz,4,10.0,train,Base_TC4,2583,OK,
